"participant","session","gender","age","SOA","Orientierung","stimulus","response","correct","Rating","rt","rating","rating3"
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.349202716106,3.03272593819,4,2
11,2,"w",21,16.7,90,"waagrecht","waagrecht",1,-1,2.37419811619,1,1
11,2,"w",21,33.3,90,"waagrecht","waagrecht",1,-1,2.0492462605,1,1
11,2,"w",21,16.7,0,"senkrecht","waagrecht",0,-1,3.2741458576,1,1
11,2,"w",21,33.3,0,"senkrecht","waagrecht",0,-1,2.19112046711,1,1
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.579369802396,3.64937791749,4,2
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.825375753414,2.34911431478,5,3
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.865079728389,3.39082879425,5,3
11,2,"w",21,66.7,90,"waagrecht","waagrecht",1,0.420614938582,2.36586882229,4,2
11,2,"w",21,16.7,90,"waagrecht","waagrecht",1,-0.914091706722,3.607504962,1,1
11,2,"w",21,16.7,0,"senkrecht","waagrecht",0,-1,1.95758970175,1,1
11,2,"w",21,8.3,0,"senkrecht","waagrecht",0,-1,1.51621636274,1,1
11,2,"w",21,16.7,90,"waagrecht","waagrecht",1,-1,2.05780396517,1,1
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,-1.52590218967e-05,3.33250994244,3,2
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.730159456779,2.54085713708,5,3
11,2,"w",21,33.3,90,"waagrecht","waagrecht",1,-1,2.31587990598,1,1
11,2,"w",21,8.3,90,"waagrecht","waagrecht",1,-1,1.84091446434,1,1
11,2,"w",21,16.7,0,"senkrecht","waagrecht",0,-1,1.79088512703,1,1
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,-0.562523842222,3.23265497687,2,2
11,2,"w",21,8.3,0,"senkrecht","senkrecht",1,-1,1.72427323189,1,1
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,0.309529259174,2.34085271002,4,2
11,2,"w",21,8.3,0,"senkrecht","senkrecht",1,-1,2.2325622652,1,1
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.53966582742,2.89916787261,4,2
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.857145037003,2.21583855465,5,3
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.8333104448,3.24082098274,5,3
11,2,"w",21,66.7,0,"senkrecht","waagrecht",0,0.373006790265,2.58253408277,4,2
11,2,"w",21,33.3,90,"waagrecht","waagrecht",1,-1,2.01617738535,1,1
11,2,"w",21,8.3,90,"waagrecht","waagrecht",1,-1,2.09079424392,1,1
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.650782024872,2.69916697437,5,3
11,2,"w",21,33.3,0,"senkrecht","senkrecht",1,-1,1.93257423109,1,1
11,2,"w",21,33.3,0,"senkrecht","senkrecht",1,-1,1.85759935789,1,1
11,2,"w",21,33.3,90,"waagrecht","senkrecht",0,-1,1.59931874563,1,1
11,2,"w",21,33.3,0,"senkrecht","senkrecht",1,-1,1.54122188855,1,1
11,2,"w",21,8.3,0,"senkrecht","senkrecht",1,-1,1.90758538697,1,1
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.587304493782,2.74086380975,4,2
11,2,"w",21,33.3,90,"waagrecht","waagrecht",1,-0.945342183566,2.08256504013,1,1
11,2,"w",21,8.3,90,"waagrecht","waagrecht",1,-0.992217898833,1.99090623577,1,1
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,-0.593774319066,3.65748649987,2,2
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,-1,2.36583930853,1,1
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.309529259174,2.53257018899,4,2
11,2,"w",21,33.3,0,"senkrecht","waagrecht",0,-1,2.14087105987,1,1
11,2,"w",21,8.3,90,"waagrecht","waagrecht",1,-1,1.51619775625,1,1
11,2,"w",21,8.3,90,"waagrecht","waagrecht",1,-1,1.62426524393,1,1
11,2,"w",21,16.7,0,"senkrecht","waagrecht",0,-1,1.90758987819,1,1
11,2,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.218768596933,2.52445198257,2,2
11,2,"w",21,33.3,0,"senkrecht","waagrecht",0,-0.843778133822,2.22422398884,1,1
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.460318913558,2.29947539307,4,2
11,2,"w",21,8.3,90,"waagrecht","waagrecht",1,-0.992217898833,2.9824075586,1,1
11,2,"w",21,33.3,0,"senkrecht","waagrecht",0,-0.914091706722,1.64096906478,1,1
11,2,"w",21,8.3,90,"waagrecht","waagrecht",1,-0.914091706722,1.53286981773,1,1
11,2,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.726588845655,2.54091263577,1,1
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,-0.445334554055,2.63251594144,2,2
11,2,"w",21,66.7,0,"senkrecht","waagrecht",0,-0.843778133822,3.03250458506,1,1
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,-0.570336461433,2.4160364251,2,2
11,2,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,3.39913146163,1,1
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.47618829633,2.67038978362,4,2
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,-0.609399557488,2.79085272606,1,1
11,2,"w",21,8.3,0,"senkrecht","senkrecht",1,-1,1.86590876209,1,1
11,2,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,1.85757529776,1,1
11,2,"w",21,16.7,0,"senkrecht","senkrecht",1,-1,1.52452737096,1,1
11,2,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,1.9575791153,1,1
11,2,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.617212176699,2.49109823556,1,1
11,2,"w",21,33.3,90,"waagrecht","waagrecht",1,-1,1.9242475036,1,1
11,2,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.0312657358663,2.27412243908,3,2
11,2,"w",21,33.3,90,"waagrecht","waagrecht",1,-0.375020981155,1.9825830371,2,2
11,2,"w",21,66.7,90,"waagrecht","waagrecht",1,0.349202716106,2.5825591053,4,2
11,2,"w",21,8.3,0,"senkrecht","waagrecht",0,-1,2.08258653384,1,1
11,2,"w",21,8.3,90,"waagrecht","waagrecht",1,-0.992217898833,1.65782719121,1,1
11,2,"w",21,16.7,90,"waagrecht","waagrecht",1,-0.992217898833,2.04910927819,1,1
11,2,"w",21,16.7,0,"senkrecht","waagrecht",0,-0.992217898833,1.90758217896,1,1
11,2,"w",21,16.7,0,"senkrecht","waagrecht",0,-0.992217898833,1.5245552807,1,1
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,-1,2.71609375235,1,1
11,2,"w",21,33.3,0,"senkrecht","senkrecht",1,-0.937529564355,2.72418725705,1,1
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.611108567941,3.23250387929,5,3
11,2,"w",21,33.3,0,"senkrecht","waagrecht",0,-1,2.12421247206,1,1
11,2,"w",21,16.7,0,"senkrecht","waagrecht",0,-1,1.52449015797,1,1
11,2,"w",21,16.7,90,"waagrecht","waagrecht",1,-0.992217898833,1.90782053458,1,1
11,2,"w",21,8.3,0,"senkrecht","waagrecht",0,-0.984405279622,2.79921345853,1,1
11,2,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.1953307393,2.19948087878,3,2
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,-0.570336461433,2.64091388689,2,2
11,2,"w",21,8.3,90,"waagrecht","waagrecht",1,-1,5.26569850869,1,1
11,2,"w",21,33.3,90,"waagrecht","waagrecht",1,-1,2.59083450452,1,1
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,-0.492210269322,2.79084181881,2,2
11,2,"w",21,8.3,90,"waagrecht","senkrecht",0,-1,1.94922447806,1,1
11,2,"w",21,33.3,90,"waagrecht","senkrecht",0,-0.843778133822,2.36612289718,1,1
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.357137407492,2.18279855164,4,2
11,2,"w",21,33.3,0,"senkrecht","senkrecht",1,-0.359395742733,1.94091122424,2,2
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.563469901579,3.03249560261,4,2
11,2,"w",21,8.3,90,"waagrecht","waagrecht",1,-1,2.06590548991,1,1
11,2,"w",21,66.7,0,"senkrecht","waagrecht",0,-0.570336461433,2.22420826956,2,2
11,2,"w",21,16.7,90,"waagrecht","waagrecht",1,-1,2.72439738213,1,1
11,2,"w",21,33.3,0,"senkrecht","waagrecht",0,-1,2.37422313872,1,1
11,2,"w",21,33.3,0,"senkrecht","waagrecht",0,-1,1.5911809703,1,1
11,2,"w",21,66.7,0,"senkrecht","waagrecht",0,-1,2.48282315713,1,1
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.396810864424,2.81606805615,4,2
11,2,"w",21,8.3,0,"senkrecht","senkrecht",1,-1,2.6158727521,1,1
11,2,"w",21,8.3,90,"waagrecht","senkrecht",0,-1,2.24089348391,1,1
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.611108567941,2.74944429135,5,3
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,0.499992370489,2.42414629068,4,2
11,2,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,1.93259187519,1,1
11,2,"w",21,33.3,90,"waagrecht","senkrecht",0,-1,2.04112195884,1,1
11,2,"w",21,16.7,0,"senkrecht","senkrecht",1,-1,1.64115192171,1,1
11,2,"w",21,8.3,0,"senkrecht","waagrecht",0,-1,2.54085072105,1,1
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.293659876402,3.13274515421,4,2
11,2,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,1.97422198383,1,1
11,2,"w",21,8.3,90,"waagrecht","senkrecht",0,-1,2.09947802364,1,1
11,2,"w",21,33.3,90,"waagrecht","senkrecht",0,-1,2.12445243169,1,1
11,2,"w",21,66.7,0,"senkrecht","waagrecht",0,-0.804715037766,3.38270609661,1,1
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,-1.52590218967e-05,2.17445931289,3,2
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.420614938582,2.24087648142,4,2
11,2,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.562523842222,2.45743427335,2,2
11,2,"w",21,8.3,0,"senkrecht","waagrecht",0,-1,2.16589551298,1,1
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.53966582742,2.69941367083,4,2
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.753963530938,1.96592284528,5,3
11,2,"w",21,33.3,0,"senkrecht","senkrecht",1,-1,3.3158446178,1,1
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.714290074006,3.4289079495,5,3
11,2,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,2.61583618071,1,1
11,2,"w",21,8.3,90,"waagrecht","senkrecht",0,-1,3.02441204276,1,1
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.523796444648,2.66609007918,4,2
11,2,"w",21,16.7,0,"senkrecht","senkrecht",1,-1,2.36586240625,1,1
11,2,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,2.32422844799,1,1
11,2,"w",21,8.3,0,"senkrecht","senkrecht",1,-1,1.58282312505,1,1
11,2,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,2.44076092867,1,1
11,2,"w",21,33.3,90,"waagrecht","senkrecht",0,-1,1.69113987561,1,1
11,2,"w",21,33.3,0,"senkrecht","senkrecht",1,-1,2.19103224666,1,1
11,2,"w",21,8.3,90,"waagrecht","senkrecht",0,-1,2.17421871165,1,1
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,0.277759975586,2.91606064563,4,2
11,2,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.515648126955,2.99086741878,2,2
11,2,"w",21,66.7,90,"waagrecht","waagrecht",1,0.420614938582,2.06589105384,4,2
11,2,"w",21,16.7,0,"senkrecht","waagrecht",0,-0.984405279622,2.97407024465,1,1
11,2,"w",21,8.3,90,"waagrecht","waagrecht",1,-0.984405279622,2.13281156015,1,1
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.6349126421,2.40756373286,5,3
11,2,"w",21,33.3,0,"senkrecht","waagrecht",0,-1,2.41589334757,1,1
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.777767605097,2.45776534065,5,3
11,2,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.562523842222,2.42420948861,2,2
11,2,"w",21,16.7,90,"waagrecht","waagrecht",1,-0.937529564355,3.39080024291,1,1
11,2,"w",21,16.7,90,"waagrecht","waagrecht",1,-0.984405279622,3.67410274186,1,1
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.714290074006,3.15749596351,5,3
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.944426642252,2.26589098967,5,3
11,2,"w",21,16.7,0,"senkrecht","senkrecht",1,-0.617212176699,2.10756607471,1,1
11,2,"w",21,8.3,0,"senkrecht","senkrecht",1,-1,2.0075859965,1,1
11,2,"w",21,33.3,90,"waagrecht","senkrecht",0,-1,1.59917534729,1,1
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,0.420614938582,2.2411247819,4,2
11,2,"w",21,33.3,90,"waagrecht","senkrecht",0,-1,1.95757526568,1,1
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.603173876555,2.94942497909,5,3
11,2,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.750026703288,2.19923835274,1,1
11,2,"w",21,8.3,90,"waagrecht","waagrecht",1,-1,1.98260003959,1,1
11,2,"w",21,33.3,0,"senkrecht","waagrecht",0,-0.992217898833,1.55760105813,1,1
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.499992370489,2.79107760801,4,2
11,2,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.632837415122,2.44088539971,1,1
11,2,"w",21,33.3,0,"senkrecht","waagrecht",0,-1,2.13250647779,1,1
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,-0.0937666895552,3.04941115254,3,2
11,2,"w",21,33.3,0,"senkrecht","senkrecht",1,-1,2.00757188122,1,1
11,2,"w",21,8.3,0,"senkrecht","senkrecht",1,-1,1.94090609141,1,1
11,2,"w",21,8.3,0,"senkrecht","senkrecht",1,-1,1.71588266487,1,1
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,-0.406271458,2.15756269026,2,2
11,2,"w",21,8.3,90,"waagrecht","senkrecht",0,-0.820340276188,2.374200041,1,1
11,2,"w",21,16.7,0,"senkrecht","senkrecht",1,-1,2.07445742016,1,1
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.571435111009,2.28264678039,4,2
11,2,"w",21,33.3,0,"senkrecht","senkrecht",1,-1,2.04922701239,1,1
11,2,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,1.88257440754,1,1
11,2,"w",21,8.3,0,"senkrecht","senkrecht",1,-1,1.57449447275,1,1
11,2,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.468772411688,2.74089460672,2,2
11,2,"w",21,8.3,90,"waagrecht","waagrecht",1,-1,2.13252027226,1,1
11,2,"w",21,33.3,0,"senkrecht","waagrecht",0,-1,1.61592183476,1,1
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.6349126421,3.1327239813,5,3
11,2,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,2.90751769783,1,1
11,2,"w",21,33.3,90,"waagrecht","waagrecht",1,-0.960967421988,2.64941320567,1,1
11,2,"w",21,133.3,0,"senkrecht","senkrecht",1,0.857145037003,3.60744144327,5,3
11,2,"w",21,33.3,0,"senkrecht","senkrecht",1,-1,2.11575389509,1,1
11,2,"w",21,66.7,0,"senkrecht","senkrecht",1,0.563469901579,2.26592788186,4,2
11,2,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,2.34922852016,1,1
11,2,"w",21,8.3,90,"waagrecht","senkrecht",0,-1,1.51621411713,1,1
11,2,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.421896696422,3.12439404579,2,2
11,2,"w",21,133.3,90,"waagrecht","waagrecht",1,0.92855725948,2.05757362959,5,3
11,3,"w",21,8.3,90,"waagrecht","senkrecht",0,-1,2.63507156441,1,1
11,3,"w",21,16.7,0,"senkrecht","senkrecht",1,-1,1.9078112609,1,1
11,3,"w",21,8.3,90,"waagrecht","senkrecht",0,-1,2.09092349781,1,1
11,3,"w",21,33.3,90,"waagrecht","senkrecht",0,-1,2.0328096569,1,1
11,3,"w",21,16.7,0,"senkrecht","senkrecht",1,-1,1.75782723682,1,1
11,3,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,2.62421243221,1,1
11,3,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.273456931411,2.61608909557,2,2
11,3,"w",21,133.3,0,"senkrecht","senkrecht",1,0.325398641947,2.86584977762,4,2
11,3,"w",21,33.3,0,"senkrecht","senkrecht",1,-0.546898603799,1.89923078206,2,2
11,3,"w",21,33.3,0,"senkrecht","senkrecht",1,-1,1.95758362013,1,1
11,3,"w",21,8.3,0,"senkrecht","senkrecht",1,-1,1.89925708779,1,1
11,3,"w",21,133.3,90,"waagrecht","waagrecht",1,0.40474555581,2.54921288134,4,2
11,3,"w",21,66.7,0,"senkrecht","senkrecht",1,1,2.78250810345,5,3
11,3,"w",21,33.3,90,"waagrecht","senkrecht",0,-0.500022888533,2.87418291847,2,2
11,3,"w",21,66.7,0,"senkrecht","senkrecht",1,0.0555580987259,2.35778803487,3,2
11,3,"w",21,66.7,0,"senkrecht","senkrecht",1,-0.273456931411,2.83251753501,2,2
11,3,"w",21,66.7,0,"senkrecht","senkrecht",1,0.309529259174,2.35757341864,4,2
11,3,"w",21,33.3,0,"senkrecht","senkrecht",1,-1,2.02423719809,1,1
11,3,"w",21,66.7,0,"senkrecht","senkrecht",1,0.523796444648,2.4074773065,4,2
11,3,"w",21,133.3,0,"senkrecht","senkrecht",1,0.468253604944,1.99924707878,4,2
11,3,"w",21,16.7,0,"senkrecht","senkrecht",1,-1,2.04924849031,1,1
11,3,"w",21,33.3,0,"senkrecht","waagrecht",0,-1,2.55753864375,1,1
11,3,"w",21,66.7,0,"senkrecht","waagrecht",0,-0.593774319066,2.82437719589,2,2
11,3,"w",21,16.7,0,"senkrecht","senkrecht",1,-1,2.69106394473,1,1
11,3,"w",21,133.3,0,"senkrecht","senkrecht",1,0.753963530938,2.32412793309,5,3
11,3,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,2.16592625671,1,1
11,3,"w",21,133.3,0,"senkrecht","senkrecht",1,0.777767605097,2.43274684395,5,3
11,3,"w",21,8.3,90,"waagrecht","senkrecht",0,-1,3.68228585214,1,1
11,3,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,1.84114420928,1,1
11,3,"w",21,133.3,90,"waagrecht","waagrecht",1,0.642847333486,2.59944045795,5,3
11,3,"w",21,33.3,90,"waagrecht","waagrecht",1,-1,2.20756340963,1,1
11,3,"w",21,8.3,0,"senkrecht","waagrecht",0,-1,2.08256725925,1,1
11,3,"w",21,66.7,90,"waagrecht","waagrecht",1,0.380941481651,2.30778758575,4,2
11,3,"w",21,16.7,90,"waagrecht","waagrecht",1,-1,2.64925387977,1,1
11,3,"w",21,133.3,0,"senkrecht","senkrecht",1,0.484122987716,2.71587377358,4,2
11,3,"w",21,33.3,0,"senkrecht","senkrecht",1,-1,3.04084990594,1,1
11,3,"w",21,8.3,0,"senkrecht","senkrecht",1,-1,2.11591169232,1,1
11,3,"w",21,8.3,90,"waagrecht","senkrecht",0,-1,2.19088493747,1,1
11,3,"w",21,133.3,90,"waagrecht","senkrecht",0,0.753963530938,2.23278514766,5,3
11,3,"w",21,16.7,0,"senkrecht","senkrecht",1,-1,2.43276224243,1,1
11,3,"w",21,33.3,90,"waagrecht","senkrecht",0,-1,2.03255301566,1,1
11,3,"w",21,66.7,0,"senkrecht","waagrecht",0,-0.898466468299,2.98272162895,1,1
11,3,"w",21,33.3,90,"waagrecht","waagrecht",1,-1,2.74108460435,1,1
11,3,"w",21,133.3,90,"waagrecht","waagrecht",1,0.714290074006,2.3741877305,5,3
11,3,"w",21,66.7,0,"senkrecht","senkrecht",1,-0.320332646677,2.88252889139,2,2
11,3,"w",21,8.3,90,"waagrecht","senkrecht",0,-1,1.91576489353,1,1
11,3,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,1.6327402996,1,1
11,3,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.203143358511,2.49110385244,2,2
11,3,"w",21,66.7,90,"waagrecht","waagrecht",1,0.40474555581,2.10756090738,4,2
11,3,"w",21,8.3,0,"senkrecht","waagrecht",0,-1,2.74922013145,1,1
11,3,"w",21,16.7,0,"senkrecht","waagrecht",0,-1,1.55782768594,1,1
11,3,"w",21,8.3,0,"senkrecht","waagrecht",0,-1,1.51617641775,1,1
11,3,"w",21,8.3,90,"waagrecht","waagrecht",1,-1,1.99952649692,1,1
11,3,"w",21,133.3,0,"senkrecht","senkrecht",1,0.420614938582,2.90752382272,4,2
11,3,"w",21,33.3,90,"waagrecht","senkrecht",0,-1,1.94094428575,1,1
11,3,"w",21,33.3,90,"waagrecht","senkrecht",0,-1,1.6244998704,1,1
11,3,"w",21,133.3,0,"senkrecht","senkrecht",1,0.714290074006,2.5327685943,5,3
11,3,"w",21,16.7,90,"waagrecht","senkrecht",0,-1,2.37422045225,1,1
11,3,"w",21,133.3,90,"waagrecht","waagrecht",1,0.11110093843,2.82439066955,3,2
11,3,"w",21,8.3,0,"senkrecht","waagrecht",0,-1,2.08257046727,1,1
11,3,"w",21,8.3,90,"waagrecht","waagrecht",1,-1,2.3704025931,1,1
11,3,"w",21,66.7,0,"senkrecht","waagrecht",0,-0.562523842222,2.4158412443,2,2
11,3,"w",21,16.7,90,"waagrecht","waagrecht",1,-1,1.99115197267,1,1
11,3,"w",21,8.3,0,"senkrecht","waagrecht",0,-1,1.96589590888,1,1
11,3,"w",21,66.7,90,"waagrecht","waagrecht",1,0.349202716106,2.74109358679,4,2
11,3,"w",21,16.7,90,"waagrecht","waagrecht",1,-0.492210269322,2.31592567927,2,2
11,3,"w",21,16.7,0,"senkrecht","waagrecht",0,-1,2.34921750088,1,1
11,3,"w",21,16.7,90,"waagrecht","waagrecht",1,-1,2.02446368398,1,1
11,3,"w",21,33.3,90,"waagrecht","waagrecht",1,-1,1.86601017839,1,1
11,3,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.648462653544,3.02417079217,1,1
11,3,"w",21,33.3,0,"senkrecht","waagrecht",0,-1,2.08256469284,1,1
11,3,"w",21,33.3,90,"waagrecht","senkrecht",0,-1,3.31598053633,1,1
11,3,"w",21,133.3,90,"waagrecht","waagrecht",1,0.484122987716,4.35762442609,4,2
11,3,"w",21,16.7,0,"senkrecht","waagrecht",0,-1,2.10755866177,1,1
11,3,"w",21,8.3,90,"waagrecht","waagrecht",1,-1,1.94113420027,1,1
11,3,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.500022888533,2.54918144279,2,2
11,3,"w",21,33.3,0,"senkrecht","waagrecht",0,-1,1.89088480915,1,1
11,3,"w",21,66.7,0,"senkrecht","senkrecht",1,-0.203143358511,2.8910824229,2,2
11,3,"w",21,33.3,90,"waagrecht","senkrecht",0,-1,2.1159492261,1,1
11,3,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.679713130388,2.62442159482,1,1
11,3,"w",21,8.3,0,"senkrecht","waagrecht",0,-1,1.99918003126,1,1
11,3,"w",21,33.3,90,"waagrecht","waagrecht",1,-0.343770504311,2.31608992965,2,2
11,3,"w",21,66.7,0,"senkrecht","senkrecht",1,0.031754024567,2.64922693244,3,2
11,3,"w",21,8.3,0,"senkrecht","senkrecht",1,-1,2.12421628183,1,1
11,3,"w",21,33.3,90,"waagrecht","waagrecht",1,-1,2.41587524926,1,1
11,3,"w",21,16.7,90,"waagrecht","waagrecht",1,-1,1.8908119872,1,1
11,3,"w",21,133.3,90,"waagrecht","waagrecht",1,0.595239185168,2.24923168031,4,2
11,3,"w",21,33.3,90,"waagrecht","waagrecht",1,-0.921904325933,2.45722560561,1,1
11,3,"w",21,16.7,0,"senkrecht","senkrecht",1,-1,2.36587383774,1,1
11,3,"w",21,133.3,90,"waagrecht","waagrecht",1,0.563469901579,2.3491793255,4,2
11,3,"w",21,133.3,90,"waagrecht","waagrecht",1,0.793636987869,2.09923995699,5,3
11,3,"w",21,133.3,90,"waagrecht","waagrecht",1,1,1.99923681313,5,3
11,3,"w",21,33.3,90,"waagrecht","waagrecht",1,-0.90627908751,2.48254133849,1,1
11,3,"w",21,8.3,0,"senkrecht","waagrecht",0,-1,1.90757579257,1,1
11,3,"w",21,8.3,0,"senkrecht","waagrecht",0,-1,2.53276442388,1,1
11,3,"w",21,133.3,0,"senkrecht","senkrecht",1,0.380941481651,2.62435903852,4,2
11,3,"w",21,8.3,0,"senkrecht","senkrecht",1,-1,2.140936779,1,1
11,3,"w",21,133.3,90,"waagrecht","waagrecht",1,0.579369802396,2.39921923321,4,2
11,3,"w",21,8.3,0,"senkrecht","waagrecht",0,-1,2.07416065485,1,1
11,3,"w",21,16.7,90,"waagrecht","waagrecht",1,-1,1.96609993866,1,1
11,3,"w",21,16.7,0,"senkrecht","senkrecht",1,-0.835965514611,2.44087916304,1,1
11,3,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.742214084077,2.48251888238,1,1
11,3,"w",21,16.7,90,"waagrecht","waagrecht",1,-1,1.81592022564,1,1
11,3,"w",21,33.3,90,"waagrecht","waagrecht",1,-0.570336461433,2.42418112198,2,2
11,3,"w",21,33.3,90,"waagrecht","waagrecht",1,-0.4765850309,1.86590174747,2,2
11,3,"w",21,33.3,0,"senkrecht","senkrecht",1,-0.945342183566,2.63243200932,1,1
11,3,"w",21,66.7,90,"waagrecht","waagrecht",1,-0.226581216144,2.44911317622,2,2
11,3,"w",21,133.3,0,"senkrecht","senkrecht",1,0.499992370489,2.29089834697,4,2
11,3,"w",21,8.3,90,"waagrecht","senkrecht",0,-0.953154802777,2.39090117003,1,1
11,3,"w",21,66.7,0,"senkrecht","senkrecht",1,0.849179827573,2.16611296321,5,3
11,3,"w",21,133.3,0,"senkrecht","senkrecht",1,0.40474555581,1.96590489133,4,2
11,3,"w",21,133.3,0,"senkrecht","senkrecht",1,1,2.14092266373,5,3
11,3,"w",21,133.3,0,"senkrecht","senkrecht",1,1,1.7242643379,5,3
11,3,"w",21,66.7,0,"senkrecht","senkrecht",1,0.555535210193,2.8824698639,4,2
11,3,"w",21,66.7,90,"waagrecht","waagrecht",1,0.515861753262,2.3492216713,4,2
11,3,"w",21,8.3,90,"waagrecht","waagrecht",1,-0.882841229877,1.98255449135,1,1
11,3,"w",21,8.3,90,"waagrecht","waagrecht",1,-1,2.20755442719,1,1
11,3,"w",21,16.7,0,"senkrecht","waagrecht",0,-1,1.58261345467,1,1
11,3,"w",21,133.3,90,"waagrecht","waagrecht",1,0.785702296483,2.1243962515,5,3
11,3,"w",21,16.7,90,"waagrecht","waagrecht",1,-0.835965514611,2.18254473898,1,1
11,3,"w",21,66.7,0,"senkrecht","senkrecht",1,0.11110093843,2.77037346432,3,2
11,3,"w",21,33.3,0,"senkrecht","waagrecht",0,-0.421896696422,2.34089687129,2,2
11,3,"w",21,33.3,90,"waagrecht","waagrecht",1,-0.812527656977,2.73266035586,1,1
11,3,"w",21,8.3,90,"waagrecht","waagrecht",1,-1,1.94092535846,1,1
11,3,"w",21,133.3,90,"waagrecht","waagrecht",1,0.626977950713,2.07428961707,5,3
11,3,"w",21,33.3,0,"senkrecht","senkrecht",1,-0.945342183566,2.72419215756,1,1
