"gender","age","coherence","direction","stimulus","response","correct","Rating","rt","rating","rating3","participant"
"w",20,0.128,270,"nach unten","nach oben",0,0.8333104448,2.92419109115,5,3,26
"w",20,0.128,270,"nach unten","nach unten",1,1,2.42434299063,5,3,26
"w",20,0.016,90,"nach oben","nach oben",1,0.436514839399,2.56589245517,4,2,26
"w",20,0.064,270,"nach unten","nach unten",1,0.571435111009,2.24093182552,4,2,26
"w",20,0.032,270,"nach unten","nach oben",0,0.380941481651,2.03251867947,4,2,26
"w",20,0.064,90,"nach oben","nach unten",0,0.515861753262,2.2411278352,4,2,26
"w",20,0.256,90,"nach oben","nach oben",1,0.888883802548,3.48272885253,5,3,26
"w",20,0.256,90,"nach oben","nach oben",1,1,2.15756547638,5,3,26
"w",20,0.016,90,"nach oben","nach oben",1,0.976165407797,1.90759827832,5,3,26
"w",20,0.256,270,"nach unten","nach unten",1,1,2.34921738885,5,3,26
"w",20,0.016,90,"nach oben","nach oben",1,0.277759975586,2.29091365212,4,2,26
"w",20,0.032,90,"nach oben","nach oben",1,0.47618829633,1.87426893362,4,2,26
"w",20,0.032,270,"nach unten","nach oben",0,0.531731136034,2.08257717761,4,2,26
"w",20,0.032,90,"nach oben","nach oben",1,0.301594567788,2.1743809254,4,2,26
"w",20,0.256,270,"nach unten","nach unten",1,1,2.23259515853,5,3,26
"w",20,0.256,90,"nach oben","nach oben",1,1,2.03260176704,5,3,26
"w",20,0.064,90,"nach oben","nach oben",1,1,2.11580418665,5,3,26
"w",20,0.128,90,"nach oben","nach oben",1,1,2.67422645951,5,3,26
"w",20,0.032,270,"nach unten","nach oben",0,0.888883802548,2.46591564911,5,3,26
"w",20,0.128,270,"nach unten","nach unten",1,1,2.46612256604,5,3,26
"w",20,0.016,90,"nach oben","nach oben",1,0.484122987716,2.22831727134,4,2,26
"w",20,0.064,90,"nach oben","nach oben",1,0.499992370489,1.77426036822,4,2,26
"w",20,0.064,270,"nach unten","nach oben",0,0.6349126421,1.7909532711,5,3,26
"w",20,0.128,270,"nach unten","nach unten",1,1,2.26612372092,5,3,26
"w",20,0.256,270,"nach unten","nach unten",1,1,2.08259578409,5,3,26
"w",20,0.016,270,"nach unten","nach oben",0,0.984100099184,2.37429058772,5,3,26
"w",20,0.064,90,"nach oben","nach oben",1,0.238086518654,1.99947035682,4,2,26
"w",20,0.256,90,"nach oben","nach oben",1,1,2.77416893981,5,3,26
"w",20,0.128,270,"nach unten","nach unten",1,1,2.32425133766,5,3,26
"w",20,0.128,90,"nach oben","nach oben",1,1,1.93260025927,5,3,26
"w",20,0.064,90,"nach oben","nach oben",1,1,2.02413389225,5,3,26
"w",20,0.128,270,"nach unten","nach unten",1,1,2.29927052961,5,3,26
"w",20,0.032,270,"nach unten","nach oben",0,0.396810864424,2.65756756158,4,2,26
"w",20,0.064,270,"nach unten","nach oben",0,0.896818493935,1.94115731686,5,3,26
"w",20,0.128,270,"nach unten","nach unten",1,1,2.39113105926,5,3,26
"w",20,0.032,90,"nach oben","nach oben",1,0.261890592813,2.1075894242,4,2,26
"w",20,0.256,90,"nach oben","nach oben",1,1,2.10757723375,5,3,26
"w",20,0.032,270,"nach unten","nach unten",1,0.380941481651,2.14928879925,4,2,26
"w",20,0.016,90,"nach oben","nach oben",1,0.912687876707,1.94924119232,5,3,26
"w",20,0.256,270,"nach unten","nach unten",1,1,2.34925652663,5,3,26
"w",20,0.032,270,"nach unten","nach oben",0,0.380941481651,2.04922922642,4,2,26
"w",20,0.256,270,"nach unten","nach unten",1,1,2.19945187866,5,3,26
"w",20,0.256,90,"nach oben","nach oben",1,1,2.11590844712,5,3,26
"w",20,0.016,270,"nach unten","nach oben",0,0.531731136034,2.04093875483,4,2,26
"w",20,0.128,270,"nach unten","nach unten",1,0.984100099184,2.15780607746,5,3,26
"w",20,0.128,90,"nach oben","nach oben",1,1,2.06593528216,5,3,26
"w",20,0.256,270,"nach unten","nach unten",1,1,2.29093257941,5,3,26
"w",20,0.016,270,"nach unten","nach oben",0,0.460318913558,2.7492638409,4,2,26
"w",20,0.256,90,"nach oben","nach oben",1,1,2.11612498809,5,3,26
"w",20,0.256,90,"nach oben","nach oben",1,1,1.89926161133,5,3,26
"w",20,0.016,90,"nach oben","nach oben",1,0.531731136034,3.89906816806,4,2,26
"w",20,0.256,90,"nach oben","nach oben",1,1,2.1575933861,5,3,26
"w",20,0.064,270,"nach unten","nach oben",0,0.777767605097,1.96593730321,5,3,26
"w",20,0.064,90,"nach oben","nach unten",0,0.349202716106,2.35777733365,4,2,26
"w",20,0.128,270,"nach unten","nach oben",0,0.563469901579,2.04948394277,4,2,26
"w",20,0.064,270,"nach unten","nach unten",1,0.619043259327,3.93269457489,5,3,26
"w",20,0.128,270,"nach unten","nach unten",1,1,3.7991564847,5,3,26
"w",20,0.016,90,"nach oben","nach unten",0,0.444449530785,2.48257871745,4,2,26
"w",20,0.256,270,"nach unten","nach unten",1,1,2.34947114279,5,3,26
"w",20,0.128,90,"nach oben","nach oben",1,0.642847333486,2.21589680203,5,3,26
"w",20,0.064,90,"nach oben","nach unten",0,0.452384222171,3.15744710064,4,2,26
"w",20,0.256,270,"nach unten","nach unten",1,1,2.17448582747,5,3,26
"w",20,0.016,270,"nach unten","nach oben",0,0.325398641947,2.57422495174,4,2,26
"w",20,0.032,270,"nach unten","nach unten",1,0.555535210193,2.41612790738,4,2,26
"w",20,0.064,270,"nach unten","nach unten",1,0.746028839551,2.13260904923,5,3,26
"w",20,0.016,270,"nach unten","nach oben",0,0.619043259327,2.59922629109,5,3,26
"w",20,0.016,90,"nach oben","nach unten",0,0.492057679103,2.01616775092,4,2,26
"w",20,0.032,270,"nach unten","nach unten",1,0.571435111009,2.05781483533,4,2,26
"w",20,0.016,90,"nach oben","nach unten",0,0.412680247196,1.94101327701,4,2,26
"w",20,0.064,90,"nach oben","nach oben",1,0.325398641947,2.79117334089,4,2,26
"w",20,0.016,270,"nach unten","nach oben",0,0.444449530785,2.13260776603,4,2,26
"w",20,0.032,90,"nach oben","nach oben",1,0.317463950561,2.59111739312,4,2,26
"w",20,0.016,270,"nach unten","nach oben",0,0.365072098878,2.23258617609,4,2,26
"w",20,0.256,90,"nach oben","nach oben",1,1,2.36614158956,5,3,26
"w",20,0.128,90,"nach oben","nach oben",1,1,2.22419112323,5,3,26
"w",20,0.032,270,"nach unten","nach oben",0,0.396810864424,2.08258391444,4,2,26
"w",20,0.256,90,"nach oben","nach oben",1,0.873014419776,2.14116097399,5,3,26
"w",20,0.032,90,"nach oben","nach oben",1,0.309529259174,2.0576281289,4,2,26
"w",20,0.016,90,"nach oben","nach unten",0,0.563469901579,2.37418023202,4,2,26
"w",20,0.128,90,"nach oben","nach oben",1,1,2.28282464384,5,3,26
"w",20,0.128,270,"nach unten","nach unten",1,0.896818493935,2.77420037835,5,3,26
"w",20,0.032,90,"nach oben","nach oben",1,0.317463950561,2.67409621413,4,2,26
"w",20,0.032,90,"nach oben","nach oben",1,1,2.34093718291,5,3,26
"w",20,0.064,90,"nach oben","nach oben",1,0.531731136034,2.10758589539,4,2,26
"w",20,0.128,90,"nach oben","nach oben",1,0.603173876555,2.37424888353,5,3,26
"w",20,0.128,90,"nach oben","nach oben",1,0.904753185321,2.0159409443,5,3,26
"w",20,0.064,270,"nach unten","nach oben",0,0.349202716106,2.25759232746,4,2,26
"w",20,0.032,270,"nach unten","nach oben",0,0.523796444648,2.01613759559,4,2,26
"w",20,0.032,270,"nach unten","nach unten",1,0.222217135882,2.2328123411,4,2,26
"w",20,0.064,90,"nach oben","nach oben",1,0.563469901579,3.62419426709,4,2,26
"w",20,0.016,90,"nach oben","nach oben",1,0.492057679103,1.66596357685,4,2,26
"w",20,0.064,270,"nach unten","nach unten",1,0.706324864576,2.83253202481,5,3,26
"w",20,0.256,270,"nach unten","nach unten",1,1,2.54089656945,5,3,26
"w",20,0.032,90,"nach oben","nach unten",0,0.841245136187,3.4408334678,5,3,26
"w",20,0.128,90,"nach oben","nach oben",1,0.484122987716,2.56613241464,4,2,26
"w",20,0.016,270,"nach unten","nach oben",0,0.325398641947,2.19088744264,4,2,26
"w",20,0.032,90,"nach oben","nach oben",1,0.523796444648,2.03281092958,4,2,26
"w",20,0.032,90,"nach oben","nach oben",1,0.444449530785,1.97427749902,4,2,26
"w",20,0.256,270,"nach unten","nach unten",1,1,2.34091665162,5,3,26
"w",20,0.064,270,"nach unten","nach oben",0,0.428580148013,2.46590281705,4,2,26
"m",21,0.064,270,"nach unten","nach unten",1,1,3.35302162241,5,3,25
"m",21,0.016,90,"nach oben","nach unten",0,-0.984405279622,6.44901085371,1,1,25
"m",21,0.016,90,"nach oben","nach unten",0,-0.867215991455,11.0405904947,1,1,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.04114419975,5,3,25
"m",21,0.032,90,"nach oben","nach oben",1,-0.640650034333,4.27418473667,1,1,25
"m",21,0.016,270,"nach unten","nach oben",0,-0.437521934844,3.64083533113,2,2,25
"m",21,0.128,90,"nach oben","nach oben",1,0.00794995040818,5.21601362512,3,2,25
"m",21,0.016,90,"nach oben","nach oben",1,-0.578149080644,8.57385530461,2,2,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.00760943454,5,3,25
"m",21,0.064,270,"nach unten","nach unten",1,-0.695338368811,4.4407947817,1,1,25
"m",21,0.032,90,"nach oben","nach oben",1,-0.687525749599,7.17394358945,1,1,25
"m",21,0.016,270,"nach unten","nach oben",0,-0.835965514611,7.97391587212,1,1,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.72444287037,5,3,25
"m",21,0.016,270,"nach unten","nach unten",1,-0.992217898833,4.53244323481,1,1,25
"m",21,0.032,90,"nach oben","nach oben",1,-0.617212176699,4.02414744338,1,1,25
"m",21,0.032,270,"nach unten","nach unten",1,-0.601586938277,4.5073699555,1,1,25
"m",21,0.256,270,"nach unten","nach oben",0,0.960296025025,2.44089102244,5,3,25
"m",21,0.064,90,"nach oben","nach oben",1,1,5.3408943267,5,3,25
"m",21,0.128,90,"nach oben","nach oben",1,0.087296864271,4.00741951948,3,2,25
"m",21,0.016,90,"nach oben","nach unten",0,-0.835965514611,7.24896613385,1,1,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.73273368936,5,3,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.08262395888,5,3,25
"m",21,0.256,90,"nach oben","nach oben",1,1,1.94928112979,5,3,25
"m",21,0.064,90,"nach oben","nach oben",1,-0.773464560922,3.1909243057,1,1,25
"m",21,0.256,270,"nach unten","nach unten",1,1,3.00754848207,5,3,25
"m",21,0.064,90,"nach oben","nach oben",1,-0.843778133822,3.58253429459,1,1,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.73257425053,5,3,25
"m",21,0.016,90,"nach oben","nach unten",0,-0.710963607233,4.38246776015,1,1,25
"m",21,0.128,270,"nach unten","nach unten",1,1,3.48278782478,5,3,25
"m",21,0.128,90,"nach oben","nach oben",1,0.0238193331807,3.05754971716,3,2,25
"m",21,0.032,270,"nach unten","nach unten",1,-0.367208361944,4.35745447091,2,2,25
"m",21,0.032,270,"nach unten","nach unten",1,-1.52590218967e-05,5.40738833748,3,2,25
"m",21,0.032,90,"nach oben","nach unten",0,0.031754024567,3.7991449331,3,2,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.87444625484,5,3,25
"m",21,0.032,270,"nach unten","nach unten",1,0.103166247044,5.66567314142,3,2,25
"m",21,0.032,90,"nach oben","nach unten",0,-0.492210269322,4.04916073262,2,2,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.59112442228,5,3,25
"m",21,0.128,270,"nach unten","nach unten",1,1,4.60744075661,5,3,25
"m",21,0.016,270,"nach unten","nach unten",1,1,6.0156365539,5,3,25
"m",21,0.016,270,"nach unten","nach unten",1,-0.593774319066,4.22412992757,2,2,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.68256210816,5,3,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.23259301748,5,3,25
"m",21,0.032,270,"nach unten","nach oben",0,-0.0468909742885,5.47397313536,3,2,25
"m",21,0.032,270,"nach unten","nach oben",0,-0.773464560922,5.29096110174,1,1,25
"m",21,0.016,270,"nach unten","nach unten",1,-0.789089799344,4.39102452439,1,1,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.7325954235,5,3,25
"m",21,0.032,90,"nach oben","nach oben",1,-0.625024795911,7.93223689466,1,1,25
"m",21,0.032,270,"nach unten","nach oben",0,-0.500022888533,8.12391444455,2,2,25
"m",21,0.064,90,"nach oben","nach oben",1,-0.789089799344,3.97438905576,1,1,25
"m",21,0.064,270,"nach unten","nach unten",1,-0.648462653544,2.97422897533,1,1,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.4742637824,5,3,25
"m",21,0.064,90,"nach oben","nach oben",1,0.6349126421,5.29073878563,5,3,25
"m",21,0.128,90,"nach oben","nach oben",1,1,2.12426508165,5,3,25
"m",21,0.128,90,"nach oben","nach oben",1,1,2.04095460549,5,3,25
"m",21,0.016,90,"nach oben","nach oben",1,-0.523460746166,3.74077941526,2,2,25
"m",21,0.016,90,"nach oben","nach oben",1,-0.695338368811,3.29086999384,1,1,25
"m",21,0.016,90,"nach oben","nach unten",0,-0.601586938277,2.68256980742,1,1,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.59945758719,5,3,25
"m",21,0.064,270,"nach unten","nach unten",1,1,3.72416858426,5,3,25
"m",21,0.064,270,"nach unten","nach unten",1,1,3.14920554873,5,3,25
"m",21,0.032,90,"nach oben","nach unten",0,0.0396887159533,4.19914134011,3,2,25
"m",21,0.064,90,"nach oben","nach oben",1,-0.4765850309,4.94097587469,2,2,25
"m",21,0.064,90,"nach oben","nach oben",1,-0.0234531166552,3.57417931511,3,2,25
"m",21,0.064,90,"nach oben","nach oben",1,0.0634927901122,2.92423158987,3,2,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.33257431469,5,3,25
"m",21,0.016,270,"nach unten","nach unten",1,-0.820340276188,4.70742397864,1,1,25
"m",21,0.064,270,"nach unten","nach unten",1,0.611108567941,4.47413225338,5,3,25
"m",21,0.128,90,"nach oben","nach oben",1,1,2.19927768116,5,3,25
"m",21,0.128,90,"nach oben","nach oben",1,1,3.74085897427,5,3,25
"m",21,0.256,270,"nach unten","nach unten",1,1,3.1241938635,5,3,25
"m",21,0.032,90,"nach oben","nach oben",1,-0.2656443122,3.07420963094,2,2,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.25750429153,5,3,25
"m",21,0.256,90,"nach oben","nach oben",1,1,1.99930867068,5,3,25
"m",21,0.032,270,"nach unten","nach unten",1,-0.218768596933,3.94917205695,2,2,25
"m",21,0.128,90,"nach oben","nach oben",1,1,2.69921656829,5,3,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.03254380638,5,3,25
"m",21,0.016,270,"nach unten","nach unten",1,-1,5.36576389644,1,1,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.51589913072,5,3,25
"m",21,0.064,270,"nach unten","nach unten",1,1,2.62422546254,5,3,25
"m",21,0.064,270,"nach unten","nach unten",1,-0.617212176699,2.99918901136,1,1,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.70303283445,5,3,25
"m",21,0.016,270,"nach unten","nach unten",1,-0.414084077211,3.49916960281,2,2,25
"m",21,0.016,270,"nach unten","nach unten",1,-1,6.29900779005,1,1,25
"m",21,0.016,90,"nach oben","nach oben",1,-0.765651941711,4.44080665139,1,1,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.66590861043,5,3,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.44092663151,5,3,25
"m",21,0.032,90,"nach oben","nach oben",1,-0.687525749599,3.7991571236,1,1,25
"m",21,0.256,270,"nach unten","nach unten",1,1,1.98260384456,5,3,25
"m",21,0.016,270,"nach unten","nach unten",1,-0.570336461433,4.17413318371,2,2,25
"m",21,0.032,90,"nach oben","nach oben",1,-0.140642404822,3.96585538931,3,2,25
"m",21,0.032,270,"nach unten","nach oben",0,-0.117204547189,2.56590806507,3,2,25
"m",21,0.032,270,"nach unten","nach unten",1,-0.375020981155,4.58268378854,2,2,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.54081457521,5,3,25
"m",21,0.016,270,"nach unten","nach unten",1,-0.390646219577,3.95750297625,2,2,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.48253952367,5,3,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.44927070371,5,3,25
"m",21,0.016,90,"nach oben","nach unten",0,-0.421896696422,3.79072450992,2,2,25
"m",21,0.032,90,"nach oben","nach oben",1,0.603173876555,4.98264105765,5,3,25
"m",21,0.064,270,"nach unten","nach unten",1,1,2.80755733622,5,3,25
"m",21,0.128,270,"nach unten","nach unten",1,1,1.76598518598,5,3,25
"m",21,0.064,270,"nach unten","nach unten",1,1,2.1242718185,5,3,25
"m",21,0.032,270,"nach unten","nach oben",0,-0.578149080644,3.95747474563,2,2,25
"m",21,0.016,90,"nach oben","nach oben",1,-0.914091706722,4.96597312381,1,1,25
"m",21,0.064,90,"nach oben","nach oben",1,-0.617212176699,2.96589067758,1,1,25
"m",21,0.032,270,"nach unten","nach oben",0,-0.859403372244,3.49922766806,1,1,25
"m",21,0.064,90,"nach oben","nach oben",1,-1,3.22444559719,1,1,25
"m",21,0.032,270,"nach unten","nach unten",1,-1,2.53254813721,1,1,25
"m",21,0.064,270,"nach unten","nach unten",1,-1,3.23257184451,1,1,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.49099812234,5,3,25
"m",21,0.064,90,"nach oben","nach unten",0,-0.226581216144,4.49067122463,2,2,25
"m",21,0.016,90,"nach oben","nach unten",0,-0.453147173266,5.64930194987,2,2,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.77444570948,5,3,25
"m",21,0.064,90,"nach oben","nach oben",1,-0.640650034333,5.87402375799,1,1,25
"m",21,0.032,270,"nach unten","nach unten",1,-0.445334554055,4.93240948639,2,2,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.38260602602,5,3,25
"m",21,0.128,90,"nach oben","nach oben",1,1,2.07426737538,5,3,25
"m",21,0.256,90,"nach oben","nach oben",1,1,1.53263988672,5,3,25
"m",21,0.016,90,"nach oben","nach oben",1,-0.671900511177,2.85757846106,1,1,25
"m",21,0.128,90,"nach oben","nach oben",1,1,1.97431302557,5,3,25
"m",21,0.256,90,"nach oben","nach oben",1,1,1.74933008425,5,3,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.53249295919,5,3,25
"m",21,0.016,90,"nach oben","nach unten",0,-0.546898603799,2.87420052015,2,2,25
"m",21,0.032,270,"nach unten","nach unten",1,-1,4.94930005714,1,1,25
"m",21,0.064,90,"nach oben","nach oben",1,1,2.9158785352,5,3,25
"m",21,0.032,90,"nach oben","nach unten",0,-0.617212176699,2.71591690318,1,1,25
"m",21,0.016,90,"nach oben","nach oben",1,-0.570336461433,5.5909329032,2,2,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.5492362816,5,3,25
"m",21,0.032,90,"nach oben","nach unten",0,-0.578149080644,4.04084007901,2,2,25
"m",21,0.064,90,"nach oben","nach oben",1,-0.375020981155,3.41609748289,2,2,25
"m",21,0.128,90,"nach oben","nach oben",1,1,2.09925692524,5,3,25
"m",21,0.016,270,"nach unten","nach unten",1,-0.710963607233,3.89913906242,1,1,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.282546453,5,3,25
"m",21,0.016,270,"nach unten","nach unten",1,-0.578149080644,5.19081042082,2,2,25
"m",21,0.128,90,"nach oben","nach oben",1,1,2.78255784149,5,3,25
"m",21,0.064,270,"nach unten","nach oben",0,-0.640650034333,4.61579188646,1,1,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.25776574555,5,3,25
"m",21,0.128,90,"nach oben","nach oben",1,-0.695338368811,3.89921316779,1,1,25
"m",21,0.032,90,"nach oben","nach unten",0,-0.789089799344,3.64084303039,1,1,25
"m",21,0.032,90,"nach oben","nach unten",0,-0.796902418555,2.11614942081,1,1,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.28279635812,5,3,25
"m",21,0.064,90,"nach oben","nach oben",1,-0.625024795911,3.64084206798,1,1,25
"m",21,0.128,90,"nach oben","nach oben",1,1,2.81587991465,5,3,25
"m",21,0.128,90,"nach oben","nach oben",1,1,2.14917892212,5,3,25
"m",21,0.064,90,"nach oben","nach oben",1,-0.500022888533,3.39919440084,2,2,25
"m",21,0.032,270,"nach unten","nach unten",1,0.031754024567,2.44081787948,3,2,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.17431828673,5,3,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.44924728513,5,3,25
"m",21,0.064,270,"nach unten","nach unten",1,1,3.68249762686,5,3,25
"m",21,0.016,270,"nach unten","nach oben",0,-0.648462653544,6.22401668429,1,1,25
"m",21,0.016,270,"nach unten","nach unten",1,-1,3.79107835504,1,1,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.72423723599,5,3,25
"m",21,0.032,90,"nach oben","nach unten",0,-0.515648126955,4.59069198055,2,2,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.14944294255,5,3,25
"m",21,0.064,270,"nach unten","nach unten",1,1,2.78254533019,5,3,25
"m",21,0.128,90,"nach oben","nach unten",0,1,1.89927700748,5,3,25
"m",21,0.064,270,"nach unten","nach unten",1,-0.890653849088,3.06609974455,1,1,25
"m",21,0.064,270,"nach unten","nach unten",1,1,2.82413737018,5,3,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.17427273278,5,3,25
"m",21,0.128,270,"nach unten","nach unten",1,1,1.98257657635,5,3,25
"m",21,0.016,90,"nach oben","nach unten",0,-0.617212176699,2.81587927305,1,1,25
"m",21,0.128,90,"nach oben","nach oben",1,1,2.66999467147,5,3,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.06593036084,5,3,25
"m",21,0.128,90,"nach oben","nach oben",1,1,2.99926439994,5,3,25
"m",21,0.032,90,"nach oben","nach oben",1,-0.414084077211,3.5325077161,2,2,25
"m",21,0.128,270,"nach unten","nach unten",1,1,3.34919509057,5,3,25
"m",21,0.032,90,"nach oben","nach unten",0,-0.601586938277,3.38252037176,1,1,25
"m",21,0.032,90,"nach oben","nach oben",1,-0.523460746166,4.69099472184,2,2,25
"m",21,0.032,270,"nach unten","nach oben",0,-1,7.04062546216,1,1,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.37447304185,5,3,25
"m",21,0.064,270,"nach unten","nach unten",1,1,3.19086559884,5,3,25
"m",21,0.064,90,"nach oben","nach unten",0,-0.507835507744,7.63226990523,2,2,25
"m",21,0.064,270,"nach unten","nach unten",1,1,4.21602870284,5,3,25
"m",21,0.016,90,"nach oben","nach oben",1,-0.632837415122,3.53249648801,1,1,25
"m",21,0.032,90,"nach oben","nach oben",1,-1,6.4655424465,1,1,25
"m",21,0.016,90,"nach oben","nach oben",1,-1,4.69080929801,1,1,25
"m",21,0.016,90,"nach oben","nach unten",0,-1,4.09079736416,1,1,25
"m",21,0.064,90,"nach oben","nach oben",1,-1,3.01611326637,1,1,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.47423106054,5,3,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.12428978344,5,3,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.49924980343,5,3,25
"m",21,0.064,270,"nach unten","nach unten",1,1,2.36592076885,5,3,25
"m",21,0.016,90,"nach oben","nach oben",1,1,2.49919751263,5,3,25
"m",21,0.032,270,"nach unten","nach oben",0,1,3.24090244301,5,3,25
"m",21,0.016,270,"nach unten","nach oben",0,1,3.02442622073,5,3,25
"m",21,0.128,90,"nach oben","nach oben",1,1,2.23284420581,5,3,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.64924677185,5,3,25
"m",21,0.016,270,"nach unten","nach unten",1,-0.687525749599,2.63258717887,1,1,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.1659305854,5,3,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.14082747147,5,3,25
"m",21,0.032,90,"nach oben","nach unten",0,-0.234393835355,3.17418996575,2,2,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.42448646743,5,3,25
"m",21,0.064,90,"nach oben","nach oben",1,-0.765651941711,3.49085793166,1,1,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.58255771317,5,3,25
"m",21,0.064,90,"nach oben","nach unten",0,-0.679713130388,3.98247167394,1,1,25
"m",21,0.016,90,"nach oben","nach unten",0,-0.945342183566,4.49933770331,1,1,25
"m",21,0.016,270,"nach unten","nach unten",1,-1,7.974107712,1,1,25
"m",21,0.032,270,"nach unten","nach unten",1,-1,4.06581102232,1,1,25
"m",21,0.032,270,"nach unten","nach unten",1,-0.992217898833,1.84086144445,1,1,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.44923124501,5,3,25
"m",21,0.032,270,"nach unten","nach oben",0,-0.992217898833,3.50750276772,1,1,25
"m",21,0.064,270,"nach unten","nach unten",1,-0.843778133822,3.86599760104,1,1,25
"m",21,0.016,270,"nach unten","nach oben",0,-0.820340276188,5.11573558562,1,1,25
"m",21,0.128,90,"nach oben","nach oben",1,1,2.47447005838,5,3,25
"m",21,0.032,90,"nach oben","nach unten",0,-1,4.47412904536,1,1,25
"m",21,0.064,270,"nach unten","nach unten",1,-0.921904325933,4.54934663765,1,1,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.37415416419,5,3,25
"m",21,0.128,270,"nach unten","nach unten",1,-0.0234531166552,3.09918185746,3,2,25
"m",21,0.064,90,"nach oben","nach oben",1,-1.52590218967e-05,2.94922595176,3,2,25
"m",21,0.032,90,"nach oben","nach oben",1,-0.867215991455,5.05729243358,1,1,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.22420082491,5,3,25
"m",21,0.064,90,"nach oben","nach unten",0,-0.453147173266,3.15755218734,2,2,25
"m",21,0.064,270,"nach unten","nach unten",1,0.00794995040818,2.94110098765,3,2,25
"m",21,0.016,90,"nach oben","nach unten",0,-0.0703288319219,2.97421325601,3,2,25
"m",21,0.064,270,"nach unten","nach unten",1,1,2.28280566139,5,3,25
"m",21,0.128,90,"nach oben","nach unten",0,1,3.59918971713,5,3,25
"m",21,0.064,90,"nach oben","nach unten",0,-0.890653849088,2.72439892044,1,1,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.73278565936,5,3,25
"m",21,0.064,90,"nach oben","nach oben",1,-0.664087891966,5.29063516643,1,1,25
"m",21,0.256,270,"nach unten","nach unten",1,1,2.66589385352,5,3,25
"m",21,0.032,90,"nach oben","nach unten",0,-0.992217898833,3.31586435573,1,1,25
"m",21,0.016,90,"nach oben","nach oben",1,-1,2.83273551793,1,1,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.74084068853,5,3,25
"m",21,0.128,270,"nach unten","nach unten",1,1,2.58249259027,5,3,25
"m",21,0.128,90,"nach oben","nach oben",1,1,2.69090136832,5,3,25
"m",21,0.128,90,"nach oben","nach oben",1,1,2.69088917782,5,3,25
"m",21,0.016,270,"nach unten","nach oben",0,-0.812527656977,2.90755114474,1,1,25
"m",21,0.032,270,"nach unten","nach unten",1,-0.960967421988,3.64104738156,1,1,25
"m",21,0.256,90,"nach oben","nach oben",1,1,2.1992824932,5,3,25
"m",21,0.064,270,"nach unten","nach unten",1,-0.609399557488,2.96576299819,1,1,25
"m",21,0.032,270,"nach unten","nach unten",1,-0.484397650111,4.87406995354,2,2,25
"m",21,0.256,270,"nach unten","nach unten",1,1,3.00754784047,5,3,25
