"participant","session","gender","age","coherence","direction","stimulus","response","correct","Rating","rt","rating","rating3"
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.960326543068589,2.99907326642472,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,0.666681925688563,3.08057032226191,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,3.00815819401146,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,1.79140525826983,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,0.722224765392538,2.48380561307704,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,0.722224765392538,1.69913771559914,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,-0.554680704966812,3.27451453795663,2,2
1,2,"m",22,0.064,270,"nach unten","nach unten",1,-0.554680704966812,2.00054266910684,2,2
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-1,4.10763480512048,1,1
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.35820286572664,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.796871900511177,3.95693633839505,1,1
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.41551547309518,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,0.49205767910277,3.55875721203574,4,2
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,2.74136972941938,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,2.17544310010487,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.414084077210651,3.70693930581592,2,2
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,2.6744519815154,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.64834701822303,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.857145037003128,3.03255777247739,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.929686427100023,4.45740454929671,1,1
1,2,"m",22,0.016,270,"nach unten","nach unten",1,0.333333333333333,4.18153000222958,4,2
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.666681925688563,2.53403362328527,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,0.253986419470512,3.15013019759806,4,2
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,2.30838772803008,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,0.833340962844282,3.165786310405,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.375020981155108,3.29124694235338,2,2
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.57543123042092,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,1.72388985575128,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,1.63339282076606,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.801602197299153,2.6900638236101,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.656244754711223,4.06660547898173,1,1
1,2,"m",22,0.032,270,"nach unten","nach unten",1,-0.601556420233463,2.76511615447919,1,1
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,3.06525073102819,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,2.27439455791057,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,0.960326543068589,2.39082460617522,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,0.976195925841154,2.35828948233745,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.33216719572306,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.38097199969482,2.98192138098955,4,2
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,2.60059175185313,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.960936903944457,5.14991750569834,1,1
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.49179038138573,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,2.18254502058744,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,1.81675601544339,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.650812542915999,2.59075018005012,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,1.9173615297135,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.765621423666743,5.41500668070717,1,1
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.343770504310674,3.36535162333962,2,2
1,2,"m",22,0.032,270,"nach unten","nach unten",1,0.269855802243076,2.58228003791874,4,2
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,2.29035030003024,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.12360915377167,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.703120469977874,3.74205335904014,1,1
1,2,"m",22,0.032,270,"nach unten","nach unten",1,-0.476585030899519,3.24162428601448,2,2
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,2.66543936275832,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.269855802243076,3.19920139484816,4,2
1,2,"m",22,0.064,90,"nach oben","nach oben",1,0.904753185320821,2.31724572009659,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,0.920622568093385,1.94210404579781,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.24855393568248,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,1.60677393224978,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,1.60819027423793,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,1.54196064718644,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,2.13366534228783,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,3.11687519348379,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,0.49205767910277,2.77366681797844,4,2
1,2,"m",22,0.064,270,"nach unten","nach unten",1,0.920622568093385,2.10852888102568,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,0.928587777523461,1.78205900516014,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,2.18387057553525,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,-0.960936903944457,3.47528670900181,1,1
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.328145265888457,3.29848873262256,2,2
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.61693341909438,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,0.523826962691691,2.92484328007481,4,2
1,2,"m",22,0.032,270,"nach unten","nach unten",1,-0.414084077210651,2.5753991501947,2,2
1,2,"m",22,0.032,90,"nach oben","nach oben",1,1,2.38379935743296,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,1.94199144420361,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,1.75791093566784,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,1.55739251921216,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,0.714290074006256,2.25766119110676,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,-0.749996185244526,3.64163134366447,1,1
1,2,"m",22,0.064,90,"nach oben","nach oben",1,0.650812542915999,2.84875860752572,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-1,4.46680630119818,1,1
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,2.37538407248837,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,0.984130617227436,2.19900204832243,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,1.75553731972923,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.58385646023567,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,1,2.2412252080004,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,1.69077279660996,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.00069697499509,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.523430228122377,3.18339642979163,2,2
1,2,"m",22,0.256,270,"nach unten","nach unten",1,0.984130617227436,2.17550565654585,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,2.18232430863088,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,2.18209236859548,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,1.9168023713703,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,1.58181904506796,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,0.785732814526589,2.17411946997049,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,1.94210180018194,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.812497138933394,3.34199818105105,1,1
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,2.25894921218992,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,1.56499553282879,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,1,2.84158675214985,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,1.85730189257322,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,1.55067876946669,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,2.09098965893918,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,-0.554680704966812,2.83176667409862,2,2
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.710933089188983,2.55823719156899,1,1
1,2,"m",22,0.032,90,"nach oben","nach oben",1,-0.546868085755703,3.1071218423034,2,2
1,2,"m",22,0.064,270,"nach unten","nach unten",1,0.682551308461128,2.56677406057065,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.1143899383577,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,0.523826962691691,3.61481644496575,4,2
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.976562142366674,3.64018227984548,1,1
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.398458838788434,3.20707676958546,2,2
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.531242847333486,2.37536867398001,2,2
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,2.81685706815608,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,0.976195925841154,2.34057510221544,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,0.333333333333333,3.14223332910933,4,2
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,2.28347197872461,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,1,1.64218601077573,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,1.51548419487438,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,1.57407391604943,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.34927140994228,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,2.11661855167404,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,1,2.31686011577767,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,2.03322728679893,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,1.77341338419126,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,1.60665202739006,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.24891708384325,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.468772411688411,2.69883006622956,2,2
1,2,"m",22,0.032,270,"nach unten","nach unten",1,-0.624994277866789,2.43341720173817,1,1
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.523826962691691,2.5736318505318,4,2
1,2,"m",22,0.032,90,"nach oben","nach oben",1,-0.437521934843977,3.64970561580412,2,2
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.4071746142755,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,0.55556572823682,2.56527912202841,4,2
1,2,"m",22,0.064,90,"nach oben","nach oben",1,0.579369802395666,2.25006651834917,4,2
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,1.89189207570303,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.250019073777371,2.93177517535844,2,2
1,2,"m",22,0.032,90,"nach oben","nach oben",1,-0.992187380788892,2.91731308857197,1,1
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,2.54917645247258,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.849210345616846,2.7403348213212,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.849210345616846,1.94829071742618,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,-1,3.32563309524483,1,1
1,2,"m",22,0.064,270,"nach unten","nach unten",1,-0.640619516289006,2.96503819952943,1,1
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.59142835603268,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,0.0555580987258717,3.34172132869878,3,2
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,2.19962838265928,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.656244754711223,2.50031955113343,1,1
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,2.55054852374815,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,1.92474992661641,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.16607471163888,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.546868085755703,3.46535114213634,2,2
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,1.97524099467967,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.16640192994623,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,1.56535418975784,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,0.190478370336461,2.78407107694943,3,2
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.14180249167134,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,1.62335973001291,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,1.51616269165925,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,0.674616617074846,3.24850453213389,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.117204547188525,2.89112022545987,3,2
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.12396364027154,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,0.69048599984741,2.20848348750542,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,2.60005504966819,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,0.49205767910277,2.89936420199615,4,2
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.31528998118517,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,0.166674296177615,2.93037808150609,3,2
1,2,"m",22,0.064,90,"nach oben","nach oben",1,0.984130617227436,2.46668920837249,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,2.4333132618051,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,2.0666272935357,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.0634927901121538,2.67352903340668,3,2
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-1,3.29150069694276,1,1
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,2.30742628365022,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,0.412710765239948,2.96666081737214,4,2
1,2,"m",22,0.064,270,"nach unten","nach unten",1,0.619043259327077,2.15884639506487,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,2.26513171338877,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,0.809536888685435,2.5507454963373,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,2.54185317842882,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,1.85888633494653,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.18336851999493,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,1.63274095056931,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,0.444449530785077,2.85868198390529,4,2
1,2,"m",22,0.032,270,"nach unten","nach unten",1,0.0555580987258717,2.69057037038215,3,2
1,2,"m",22,0.128,90,"nach oben","nach oben",1,0.984130617227436,2.75695366171726,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,-0.351583123521782,3.08365611922306,2,2
1,2,"m",22,0.128,90,"nach oben","nach oben",1,0.984130617227436,2.07417256274505,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,0.984130617227436,2.03256771734777,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,1.52535688449666,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,-0.61718165865568,2.61518504676496,1,1
1,2,"m",22,0.032,270,"nach unten","nach unten",1,-0.882810711833371,3.49881434691883,1,1
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.6745998713584,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,2.08382999404921,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.12497769622291,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,-0.460959792477302,3.25890814950048,2,2
1,2,"m",22,0.064,270,"nach unten","nach unten",1,-0.460959792477302,2.45050954627322,2,2
1,2,"m",22,0.064,90,"nach oben","nach oben",1,0.952391851682307,2.35856280586518,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,0.976195925841154,1.79067414991414,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-1,5.09158025590409,1,1
1,2,"m",22,0.032,90,"nach oben","nach oben",1,-0.421896696421759,2.79194837650016,2,2
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.156267643244068,2.60842734710991,3,2
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.69930324956636,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.976195925841154,2.19104563893393,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.0824973814515,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,1,2.24069203464046,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,1.53297946705106,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,0.746028839551385,3.33363101644591,5,3
1,2,"m",22,0.016,270,"nach unten","nach oben",0,-0.796871900511177,3.24150270195696,1,1
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.51500459549243,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,1.59192592034151,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,0.158739604791333,3.25873812430109,3,2
1,2,"m",22,0.064,90,"nach oben","nach oben",1,0.984130617227436,2.39872660750007,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.984130617227436,1.77418651764333,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.88203478458945,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,2.17515694448707,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,2.12541623291509,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,1,2.55033647345272,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,1.6408248467767,5,3
1,2,"m",22,0.016,90,"nach oben","nach unten",0,-1,2.3824978626551,1,1
1,2,"m",22,0.064,270,"nach unten","nach unten",1,0.960326543068589,2.75663350105947,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.335957885099565,3.49200499809945,2,2
1,2,"m",22,0.032,90,"nach oben","nach oben",1,1,2.14838952452305,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.0652783200228,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.7265583276112,2.60679253878106,1,1
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,1.98190630328304,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,2.22325194045288,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,2.15695462412373,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,1.83340372804309,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,1.63211859418038,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,0.682551308461128,2.69003687621989,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,1,2.42480237778636,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,1.74907572056213,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,0.174608987563897,2.83339602878914,3,2
1,2,"m",22,0.256,270,"nach unten","nach unten",1,0.928587777523461,2.19956807183416,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,0.11113145647364,3.24910186594661,3,2
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.953124284733348,3.30043119032098,1,1
1,2,"m",22,0.016,90,"nach oben","nach oben",1,0.634912642099641,2.64154408544869,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.55005224264846,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,1.71651140371864,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,1,2.47515614248096,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.0505342480476,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-1,3.58358570312635,1,1
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,2.18332713650307,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,2.58379614941032,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,1.8415816193135,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,2.43312174285461,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,1.85780638621054,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,1.59745494733215,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,1.52410158524458,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,0.920622568093385,2.65889531740982,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,2.20023405733059,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.882810711833371,2.89111124299643,1,1
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-1.52590218966964e-05,4.26689484262238,3,2
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.24854334920769,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,1.51699645673875,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,1.52527572152439,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,1.54978405195698,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,2.09880921408262,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.15866385857748,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,0.515892271305409,3.16550785404138,4,2
1,2,"m",22,0.256,90,"nach oben","nach oben",1,0.976195925841154,1.89066083662033,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,2.08333756257662,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.24605172808423,2.54874753984768,4,2
1,2,"m",22,0.064,90,"nach oben","nach oben",1,0.984130617227436,2.11554482650195,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,1.79847574013093,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,2.0920033940879,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,0.658747234302281,2.21610991968714,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.976195925841154,2.19040371360688,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,-0.796871900511177,3.52311736390334,1,1
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.49205767910277,2.40883284116921,4,2
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.04160182985606,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,1,2.09837131899462,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,2.04235667757939,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,1.72560133582056,5,3
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,1.89164313314745,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.546868085755703,2.81682530873218,2,2
1,2,"m",22,0.032,270,"nach unten","nach unten",1,-0.531242847333486,2.6088427860393,2,2
1,2,"m",22,0.128,270,"nach unten","nach unten",1,0.190478370336461,2.20872697642244,3,2
1,2,"m",22,0.256,90,"nach oben","nach oben",1,0.976195925841154,2.36651773956282,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.445334554055085,2.40712424832009,2,2
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.359395742732891,3.20878375842312,2,2
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.849210345616846,2.35899139768753,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,0.309529259174487,2.34176976984054,4,2
1,2,"m",22,0.256,90,"nach oben","nach oben",1,1,2.07491906960945,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,2.55817912635939,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,2.01692187021308,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,2.04224279277605,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,1,1.79822872238901,5,3
1,2,"m",22,0.032,270,"nach unten","nach unten",1,-0.265644312199588,2.64212826636845,2,2
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,3.18231372215632,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,1,2.16657259675026,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,2.66708251194564,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,2.05713154657178,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,0.468253604943923,2.13363165805049,4,2
1,2,"m",22,0.128,270,"nach unten","nach unten",1,0.976195925841154,2.98172344599379,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,0.984130617227436,1.89925577083204,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,1.59867367512675,5,3
1,2,"m",22,0.128,270,"nach unten","nach unten",1,1,1.51534689150617,5,3
1,2,"m",22,0.256,270,"nach unten","nach unten",1,1,1.50855326199758,5,3
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.437521934843977,3.65713764181464,2,2
1,2,"m",22,0.016,90,"nach oben","nach oben",1,-0.179705500877394,2.72505051833627,3,2
1,2,"m",22,0.032,270,"nach unten","nach unten",1,-0.171892881666285,3.29161939377991,3,2
1,2,"m",22,0.064,270,"nach unten","nach unten",1,0.253986419470512,2.59992608715856,4,2
1,2,"m",22,0.064,90,"nach oben","nach oben",1,0.484122987716487,2.30813397344082,4,2
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,2.48322945221389,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.94531166552224,3.86631258651641,1,1
1,2,"m",22,0.016,270,"nach unten","nach unten",1,-0.929686427100023,2.02434427215599,1,1
1,2,"m",22,0.064,90,"nach oben","nach oben",1,0.960326543068589,2.43186002755692,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,0.769832913710231,2.53160226293949,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,2.35700114045198,5,3
1,2,"m",22,0.128,90,"nach oben","nach oben",1,1,1.66711234655645,5,3
1,2,"m",22,0.064,90,"nach oben","nach oben",1,1,1.98205194751017,5,3
1,2,"m",22,0.032,90,"nach oben","nach oben",1,0.984130617227436,2.2914496893834,5,3
1,2,"m",22,0.064,270,"nach unten","nach unten",1,1,2.13215051400562,5,3
1,2,"m",22,0.016,270,"nach unten","nach unten",1,0.293659876401923,2.29991758589881,4,2
